tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***76479,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1058,NR,65 DE GRASSI ST,,,ON
***57309,20180101,407,PARK-W/O VALID NON-ONT PLATE,40,1059,NR,84 COURCELETTE RD,,,ON
***66724,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1059,N/S,OAK ST,E/O,SUMACH ST,ON
***66725,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1059,N/S,OAK ST,E/O,SUMACH ST,ON
***89097,20180101,192,STAND SIGNED TRANSIT STOP,150,1100,,749 COXWELL AV,,,ON
***45646,20180101,3,PARK ON PRIVATE PROPERTY,30,1100,AT,280 WELLESLEY ST E,,,ON
***66726,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1100,N/S,OAK ST,E/O,SUMACH ST,ON
***94787,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1100,OPP,86 MCGILL ST,,,ON
***62886,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1101,OPP,15 MCMURRICH ST,,,ON
***66727,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1101,N/S,OAK ST,E/O,SUMACH ST,ON
***66728,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1101,N/S,OAK ST,E/O,SUMACH ST,ON
***45647,20180101,3,PARK ON PRIVATE PROPERTY,30,1102,AT,280 WELLESLEY ST E,,,ON
***45648,20180101,3,PARK ON PRIVATE PROPERTY,30,1103,AT,280 WELLESLEY ST E,,,ON
***62887,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1104,NR,119 SCOLLARD ST,,,ON
***66013,20180101,3,PARK ON PRIVATE PROPERTY,30,1104,AT,93 COE HILL DR,,,ON
***76480,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1104,NR,119 DE GRASSI ST,,,ON
***66271,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1105,S/S,ALFRESCO LWN,E/O,LEUTY AVE,ON
***76481,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1108,NR,995 DUNDAS ST E,,,ON
***66272,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1109,NR,103 SCARBORO BEACH BLVD,,,ON
***89808,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1109,OPP,178 MC CAUL ST,,,ON
***20737,20180101,31,STOP-ROAD SIDE-STOP/PARK VEH.,150,1111,NR,20 CONTINENTAL PL,,,ON
***66273,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1113,NR,91 SCARBORO BEACH BLVD,,,ON
***76482,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1113,NR,132 BERTMOUNT AVE,,,ON
***66274,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1114,NR,77 SCARBORO BEACH BLVD,,,ON
***76483,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1114,NR,130 BERTMOUNT AVE,,,ON
***94788,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1116,NR,19 HOMEWOOD AVE,,,ON
***66275,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1118,NR,15 SCARBORO BEACH BLVD,,,ON
***94789,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1120,OPP,325 BLEECKER ST,,,ON
***66276,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1121,NR,53 GLEN MANOR DR,,,ON
***76484,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1121,NR,5 KENT RD,,,ON
***90053,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1121,NR,66 BROADWAY AVE,,,ON
***62888,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1122,OPP,50 HAZELTON AVE,,,ON
***94790,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1125,W/S,BLEECKER ST,N/O,WELLESLEY ST E,ON
***56129,20180101,3,PARK ON PRIVATE PROPERTY,30,1126,AT,21 RICHGROVE DR,,,ON
***89809,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1127,NR,13 HENRY ST,,,ON
***66277,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1129,NR,45 MACLEAN AVE,,,ON
***78961,20180101,3,PARK ON PRIVATE PROPERTY,30,1130,AT,560 FRONT ST W,,,ON
***94791,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1130,W/S,BLEECKER ST,N/O,WELLESLEY ST E,ON
***89810,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1131,NR,110 ELM ST,,,ON
***94792,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1131,W/S,BLEECKER ST,N/O,WELLESLEY ST E,AZ
***76485,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1133,NR,955 DUNDAS ST E,,,ON
***57310,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1135,NR,19 VALPARAISO AVE,,,ON
***76486,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1135,NR,1987 DUNDAS ST E,,,ON
***90054,20180101,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1135,NR,40 ORCHARD VIEW BLVD,,,ON
***89811,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1137,NR,110 ELM ST,,,ON
***57311,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1139,NR,23 VALPARAISO AVE,,,ON
***00349,20180101,3,PARK ON PRIVATE PROPERTY,30,1140,,207 QUEENS QUAY W,,,ON
***53143,20180101,3,PARK ON PRIVATE PROPERTY,30,1140,AT,3453 BATHURST ST,,,ON
***53144,20180101,3,PARK ON PRIVATE PROPERTY,30,1140,AT,3453 BATHURST ST,,,ON
***57312,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1140,NR,23 VALPARAISO AVE,,,ON
***76487,20180101,192,STAND SIGNED TRANSIT STOP,150,1140,NR,2 KINGSTON RD,,,ON
***53145,20180101,3,PARK ON PRIVATE PROPERTY,30,1141,AT,3453 BATHURST ST,,,ON
***66278,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1141,NR,175 BEECH AVE,,,ON
***53146,20180101,3,PARK ON PRIVATE PROPERTY,30,1142,AT,3453 BATHURST ST,,,ON
***77173,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1142,OPP,32 IRWIN AVE,,,ON
***77174,20180101,370,PARK/STAND UNAUTH VEH. CAR SHR,60,1144,S/S,IRWIN AVE,E/O,BAY ST,ON
***76488,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1145,NR,1580 QUEEN ST E,,,ON
***90055,20180101,48,FAIL TO PARK/STOP PARALL. CURB,30,1145,NR,533 RUSSELL HILL RD,,,ON
***00300,20180101,3,PARK ON PRIVATE PROPERTY,30,1148,,207 QUEENS QUAY W,,,ON
***78962,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1148,NR,175 HAVELOCK ST,,,ON
***76489,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1148,NR,1560 QUEEN ST E,,,ON
***42723,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1150,NR,183 HAVELOCK ST,,,ON
***76490,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1150,NR,1592 QUEEN ST E,,,ON
***78963,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1157,NR,699 GLADSTONE AVE,,,ON
***66014,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1159,NR,316 WRIGHT AVE,,,ON
***76491,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1159,NR,1314 DUNDAS ST E,,,ON
***89812,20180101,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1202,NR,111 CHESTNUT ST,,,ON
***78964,20180101,77,PARK-(FRNT/60 CM) DRWAY/LANEWY,50,1205,NR,699 GLADSTONE AVE,,,ON
***56130,20180101,3,PARK ON PRIVATE PROPERTY,30,1206,AT,21 RICHGROVE DR,,,ON
***62889,20180101,417,STAND VEH.-PSGR LD ZN LD/UNLD,60,1211,OPP,220 BLOOR ST W,,,ON
***62890,20180101,417,STAND VEH.-PSGR LD ZN LD/UNLD,60,1212,OPP,220 BLOOR ST W,,,ON
***62891,20180101,417,STAND VEH.-PSGR LD ZN LD/UNLD,60,1213,NR,273 BLOOR ST W,,,ON
***62892,20180101,417,STAND VEH.-PSGR LD ZN LD/UNLD,60,1214,NR,273 BLOOR ST W,,,ON
***78712,20180101,248,PARK VEHICLE WHILE NOT IN PARK,100,1215,AT,169 VENMOUNT AVE,,,ON
***62893,20180101,417,STAND VEH.-PSGR LD ZN LD/UNLD,60,1215,NR,273 BLOOR ST W,,,ON
***66729,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1215,OPP,215 PARLIAMENT ST,,,ON
***66730,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1221,NR,176 THE ESPLANADE,,,QC
***89813,20180101,384,STOP VEH OTR THN BCYCL-BYCL LN,150,1223,NR,75 ST GEORGE ST,,,ON
***66731,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1224,OPP,95 THE ESPLANADE,,,OH
***64258,20180101,3,PARK ON PRIVATE PROPERTY,30,1225,,53 SILVERSTONE DR,,,ON
***66732,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1226,NR,56 THE ESPLANADE,,,ON
***66733,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1227,NR,56 THE ESPLANADE,,,ON
***64261,20180101,3,PARK ON PRIVATE PROPERTY,30,1230,,53 SILVERSTONE DR,,,ON
***77175,20180101,3,PARK ON PRIVATE PROPERTY,30,1239,AT,300 FRONT ST W,,,ON
***89814,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1239,NR,102 BALDWIN ST,,,ON
***42724,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1240,OPP,42 CHURCHILL AVE,,,ON
***78965,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1242,NR,11 CHURCHILL AVE,,,ON
***67887,20180101,312,PARKING MACH-NOT USED/NO FEE,30,1249,,1030 KING ST WEST,,,ON
***66015,20180101,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1251,NR,5 ARMSTRONG AVE,,,ON
***76120,20180101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1251,E/S,BALMUTO ST,S/O,BLOOR ST W,ON
***67888,20180101,312,PARKING MACH-NOT USED/NO FEE,30,1253,,1030 KING ST WEST,,,ON
***57313,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1253,NR,228 GALLOWAY RD,,,ON
***76121,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1254,NR,1 BLOOR ST E,,,ON
***62894,20180101,3,PARK ON PRIVATE PROPERTY,30,1255,AT,839 YONGE ST,,,ON
***62895,20180101,3,PARK ON PRIVATE PROPERTY,30,1255,AT,839 YONGE ST,,,ON
***78966,20180101,3,PARK ON PRIVATE PROPERTY,30,1258,AT,38 GRAND MAGAZINE ST,,,ON
***39850,20180101,3,PARK ON PRIVATE PROPERTY,30,1300,,207 QUEENS QUAY W,,,ON
***78967,20180101,3,PARK ON PRIVATE PROPERTY,30,1300,AT,38 GRAND MAGAZINE ST,,,ON
***78968,20180101,3,PARK ON PRIVATE PROPERTY,30,1301,AT,38 GRAND MAGAZINE ST,,,NS
***66016,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1301,N/S,ST CLAIR AVE W,W/O,DUFFERIN ST,QC
***78969,20180101,3,PARK ON PRIVATE PROPERTY,30,1302,AT,38 GRAND MAGAZINE ST,,,ON
***78970,20180101,3,PARK ON PRIVATE PROPERTY,30,1303,AT,38 GRAND MAGAZINE ST,,,ON
***54006,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1306,NR,3 ORPINGTON CRES,,,ON
***78971,20180101,3,PARK ON PRIVATE PROPERTY,30,1306,AT,38 GRAND MAGAZINE ST,,,ON
***66017,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1307,NR,1670 ST CLAIR AVE W,,,ON
***54007,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1308,NR,12 ORPINGTON CRES,,,ON
***67889,20180101,312,PARKING MACH-NOT USED/NO FEE,30,1310,,45 ABELL ST,,,ON
***20738,20180101,3,PARK ON PRIVATE PROPERTY,30,1310,NR,1651 VICTORIA PARK AVE,,,ON
***54008,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1311,NR,50 ORPINGTON CRES,,,ON
***57314,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1311,NR,15 VALPARAISO AVE,,,ON
***00301,20180101,3,PARK ON PRIVATE PROPERTY,30,1312,,207 QUEENS QUAY W,,,ON
***67890,20180101,312,PARKING MACH-NOT USED/NO FEE,30,1313,,45 ABELL ST,,,ON
***57315,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1313,NR,23 VALPARAISO AVE,,,ON
***00302,20180101,3,PARK ON PRIVATE PROPERTY,30,1315,,207 QUEENS QUAY W,,,ON
***67891,20180101,312,PARKING MACH-NOT USED/NO FEE,30,1316,,45 ABELL ST,,,ON
***77176,20180101,3,PARK ON PRIVATE PROPERTY,30,1316,AT,10 NAVY WHARF CRT,,,ON
***76122,20180101,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1317,NR,18 GRENVILLE ST,,,ON
***54009,20180101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1322,NR,15 LAKELAND DR,,,ON
***78972,20180101,3,PARK ON PRIVATE PROPERTY,30,1324,AT,525 ADELAIDE ST W,,,ON
***00244,20180101,3,PARK ON PRIVATE PROPERTY,30,1330,,20 SANDERLING PL.,,,ON
***54010,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1331,NR,38 TANDRIDGE CRES,,,ON
***94793,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1334,OPP,150 WINCHESTER ST,,,ON
***00245,20180101,3,PARK ON PRIVATE PROPERTY,30,1335,,20 SANDERLING PL,,,ON
***62896,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1339,NR,175 CRESCENT RD,,,ON
***24362,20180101,192,STAND SIGNED TRANSIT STOP,150,1357,,453 DUNDAS ST W,,,ON
***24363,20180101,192,STAND SIGNED TRANSIT STOP,150,1358,,455 DUNDAS ST W,,,ON
***24364,20180101,192,STAND SIGNED TRANSIT STOP,150,1400,,455 DUNDAS ST W,,,ON
***24365,20180101,192,STAND SIGNED TRANSIT STOP,150,1402,,450 DUNDAS ST W,,,ON
***24366,20180101,192,STAND SIGNED TRANSIT STOP,150,1403,,444 DUNDAS ST W,,,ON
***24367,20180101,192,STAND SIGNED TRANSIT STOP,150,1404,,442 DUNDAS ST W,,,ON
***24368,20180101,192,STAND SIGNED TRANSIT STOP,150,1405,,440 DUNDAS ST W,,,ON
***06660,20180101,3,PARK ON PRIVATE PROPERTY,30,1410,NR,15 SINGER CRT,,,ON
***00303,20180101,3,PARK ON PRIVATE PROPERTY,30,1430,,207 QUEENS QUAY W,,,ON
***00304,20180101,3,PARK ON PRIVATE PROPERTY,30,1432,,207 QUEENS QUAY W,,,ON
***54088,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1511,NR,100 HARRISON GARDEN BLVD,,,ON
***18170,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1517,NR,119 LIVINGSTONE AVE,,,ON
***52754,20180101,3,PARK ON PRIVATE PROPERTY,30,1521,AT,672 KENNEDY RD,,,ON
***56614,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1521,NR,15 LEITCH AVE,,,SK
***95748,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1522,NR,136 WILLIAM ST,,,ON
***54089,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1522,NR,33 EMPRESS AVE,,,ON
***92555,20180101,48,FAIL TO PARK/STOP PARALL. CURB,30,1523,NR,50 MABELLE AVE,,,ON
***56615,20180101,48,FAIL TO PARK/STOP PARALL. CURB,30,1524,NR,80 LEITCH AVE,,,ON
***56616,20180101,48,FAIL TO PARK/STOP PARALL. CURB,30,1525,NR,80 LEITCH AVE,,,AZ
***82516,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,1525,NR,45 PATON RD,,,ON
***92556,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1525,NR,50 MABELLE AVE,,,ON
***54090,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1526,NR,5100 YONGE ST,,,ON
***92557,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1528,NR,52 MABELLE AVE,,,ON
***54091,20180101,192,STAND SIGNED TRANSIT STOP,150,1529,NR,4950 YONGE ST,,,ON
***92558,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1529,NR,52 MABELLE AVE,,,ON
***56617,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1530,NR,29 MANSUR TER,,,ON
***18171,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1531,NR,231 VAUGHAN RD,,,ON
***56618,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1532,NR,3 LEITCH AVE,,,ON
***54092,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1535,NR,5445 YONGE ST,,,ON
***41440,20180101,347,PARK IN A FIRE ROUTE,250,1536,AT,70 RAFFEIX LANE,,,ON
***28341,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1539,NR,195 BARRINGTON AVE,,,ON
***67788,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1539,NR,108 VIRGINIA AVE,,,ON
***70600,20180101,3,PARK ON PRIVATE PROPERTY,30,1543,AT,468 ST CLARENS AVE,,,ON
***92559,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1544,NR,380 ROYAL YORK RD,,,ON
***41441,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1545,NR,126 SHUTER ST,,,ON
***18172,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1545,OPP,79 HEATHDALE RD,,,ON
***67789,20180101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1545,NR,4b HOLBORNE AVE,,,ON
***54093,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1547,NR,7 WIDEFORD PL,,,ON
***92560,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1547,N/S,NEWCASTLE ST,W/O,ROYAL YORK RD,ON
***39628,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1548,OPP,31 FLAGMAN ST,,,ON
***53614,20180101,419,STAND NON-TAXI IN SIGNED STAND,60,1548,NR,2 JAMES ST,,,ON
***31669,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1549,OPP,2 JAMES ST,,,ON
***31670,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1549,OPP,2 JAMES ST,,,ON
***53615,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1549,NR,1 JAMES ST,,,ON
***59904,20180101,3,PARK ON PRIVATE PROPERTY,30,1550,,140 ADANAC DRIVE,,,ON
***41442,20180101,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1550,NR,244 VICTORIA ST,,,ON
***82517,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1550,NR,443 DOVERCOURT RD,,,ON
***41443,20180101,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1551,NR,244 VICTORIA ST,,,ON
***28342,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1551,OPP,573 SAMMON AVE,,,ON
***53616,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1551,NR,1 JAMES ST,,,AB
***73077,20180101,3,PARK ON PRIVATE PROPERTY,30,1551,NR,1 VALHALLA INN RD,,,ON
***41444,20180101,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1552,NR,244 VICTORIA ST,,,ON
***31671,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1552,E/S,JAMES ST,N/O,ALBERT ST,ON
***53617,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1552,NR,1 JAMES ST,,,ON
***41445,20180101,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1553,NR,244 VICTORIA ST,,,XX
***41446,20180101,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1553,NR,244 VICTORIA ST,,,ON
***95749,20180101,3,PARK ON PRIVATE PROPERTY,30,1553,AT,33 KING ST,,,ON
***31672,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1553,E/S,JAMES ST,N/O,ALBERT ST,ON
***39629,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1553,NR,140 STEPHENSON AVE,,,ON
***53618,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1553,NR,1 JAMES ST,,,ON
***64397,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1554,OPP,205 MANNING AVE,,,ON
***82518,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1554,NR,687 DOVERCOURT RD,,,ON
***70601,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1555,NR,105 SUNNYSIDE AVE,,,ON
***31673,20180101,419,STAND NON-TAXI IN SIGNED STAND,60,1555,OPP,1 ALBERT ST,,,ON
***70602,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,1557,NR,111 SUNNYSIDE AVE,,,ON
***31674,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1557,OPP,1 ALBERT ST,,,NY
***35635,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1558,OPP,28 EAGLESTONE RD,,,ON
***28214,20180101,192,STAND SIGNED TRANSIT STOP,150,1559,NR,120 EGLINTON AVE E,,,ON
***53619,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1559,S/S,ALBERT ST,E/O,BAY ST,ON
***82519,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1559,NR,941 DOVERCOURT RD,,,ON
***28215,20180101,192,STAND SIGNED TRANSIT STOP,150,1600,NR,120 EGLINTON AVE E,,,ON
***17750,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1600,NR,2240 WESTON RD,,,ON
***67790,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1600,S/S,STRATHMORE BLVD,W/O,CEDARVALE AVE,ON
***41447,20180101,347,PARK IN A FIRE ROUTE,250,1601,AT,285 SHUTER ST,,,ON
***64398,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1601,OPP,385 MANNING AVE,,,ON
***92561,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1601,E/S,BROOKERS LANE,S/O,LAKE SHORE BLVD W,ON
***70603,20180101,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1602,OPP,56 GLENDALE AVE,,,ON
***67791,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1603,NR,36 CEDARVALE AVE,,,ON
***82520,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1603,NR,993 DOVERCOURT RD,,,ON
***07059,20180101,3,PARK ON PRIVATE PROPERTY,30,1605,,3680 KEELE STREET,,,ON
***31675,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1605,NR,20 EDWARD ST,,,ON
***52626,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1605,NR,14 TEMPERANCE ST,,,ON
***53620,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1606,NR,20 EDWARD ST,,,ON
***31676,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1607,NR,20 EDWARD ST,,,ON
***52627,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1607,NR,14 TEMPERANCE ST,,,ON
***53621,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1607,NR,20 EDWARD ST,,,ON
***54094,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1607,NR,5332 YONGE ST,,,ON
***67792,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1607,NR,92 OAKCREST AVE,,,ON
***31677,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1608,NR,10 EDWARD ST,,,ON
***53622,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1608,NR,20 EDWARD ST,,,ON
***64399,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1609,OPP,432 CRAWFORD ST,,,ON
***67793,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1611,NR,184 OAKCREST AVE,,,ON
***64400,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1614,OPP,500 CRAWFORD ST,,,ON
***92562,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1616,E/S,ETTA WYLIE RD,N/O,BIRMINGHAM ST,ON
***70604,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1617,OPP,150 WEST LODGE AVE,,,ON
***54095,20180101,192,STAND SIGNED TRANSIT STOP,150,1618,NR,5140 YONGE ST,,,ON
***67794,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1618,NR,16 STEPHENSON AVE,,,ON
***67795,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1619,NR,32 STEPHENSON AVE,,,ON
***92563,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1619,NR,170 THIRTEENTH ST,,,ON
***18173,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1620,NR,76 RIDGE HILL DR,,,ON
***92564,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1621,W/S,THIRTEENTH ST,N/O,LAKE SHORE BLVD W,ON
***56619,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1622,N/S,ISAAC DEVINS BLVD,W/O,ABRAHAM WELSH RD,ON
***52628,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1623,NR,85 RICHMOND ST W,,,ON
***52629,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1624,NR,85 RICHMOND ST W,,,ON
***35636,20180101,3,PARK ON PRIVATE PROPERTY,30,1625,AT,62 FOREST MANOR RD,,,ON
***73078,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1625,NR,40 RICHVIEW RD,,,ON
***56620,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1626,NR,80 MARY CHAPMAN BLVD,,,ON
***67796,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1626,NR,36 KEYSTONE AVE,,,ON
***73079,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1627,NR,39 RICHVIEW RD,,,ON
***56621,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1629,NR,101 ISAAC DEVINS BLVD,,,ON
***73080,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1630,NR,25 RICHVIEW RD,,,ON
***67797,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1632,NR,51 AMROTH AVE,,,ON
***67798,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1633,NR,51 AMROTH AVE,,,ON
***67799,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1635,NR,46 AMROTH AVE,,,ON
***44642,20180101,3,PARK ON PRIVATE PROPERTY,30,1637,AT,1250 BRIMLEY RD,,,ON
***67800,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1640,OPP,2057 DANFORTH AVE,,,ON
